id,damana,espanol,estado,fuente
lfb_MLY_p069_s010,Zhishizha: ¿Ñi zhanekantka 12 zi zhaujkukandzina Canaámdzi dzinaka ukuashkʉ?,Preguntas: ¿Qué pasó cuando los 12 espías regresaron de Canaán?,aprobado,lfb oraciones
lfb_MLY_p069_s011,¿Inzhina tshijtushisha awantka Josué Calebwin Jehovámba we dzazhigunga nanantka?,¿Cómo mostraron Josué y Caleb que confiaban en Jehová?,aprobado,lfb oraciones
lfb_MLY_p070_s001,Jehová dzakʉzhituwikuma dzineka,Se rebelan contra Jehová,aprobado,lfb oraciones
lfb_MLY_p070_s002,"Igin dzuia anzhagi ukuemdzi, israelitandzina dziwa nekuntkʉrgangui dzinukuashkʉ Coré, Datán, Abiram ingui shkuantka 250 terruandzina Moisés kʉzhituwikuma dzinekantka.","Tiempo después, mientras los israelitas todavía estaban en el desierto, Coré, Datán, Abiram y otros 250 hombres se rebelaron contra Moisés.",aprobado,lfb oraciones
lfb_MLY_p070_s003,Kʉzhia: “¡Ia naikujsaná mawiwin!,Le dijeron: “¡Ya estamos cansados de ustedes!,revisar,lfb oraciones
lfb_MLY_p070_s004,¿Inzhué nʉname ma naiguasheka mʉnʉnka?,¿Por qué tienes que ser tú nuestro líder?,aprobado,lfb oraciones
lfb_MLY_p070_s005,¿Ingui inzhué nʉname Aarón sumo sacerdote nʉnka?,¿Y por qué tiene que ser Aarón el sumo sacerdote?,aprobado,lfb oraciones
lfb_MLY_p070_s006,"Jehová mawintki nukún nʉnka ñi Aarónwintki nukún nʉnka, nawiwingua nuka”.","Jehová no solo está contigo y con Aarón, también está con todos nosotros”.",aprobado,lfb oraciones
lfb_MLY_p070_s007,Jehovága andunuñí awantka mema dzinguaka ukua amta awantka na kʉzhituwikuma dzineka.,A Jehová no le gustó que dijeran eso pues sintió que se estaban rebelando contra él.,aprobado,lfb oraciones
lfb_MLY_p070_s008,"Moiséga kaia Coré ingui nawin nukuandzinangua: “Shigi mʉnakunkua tabernákulumba, unaka maunkua mawinzhe braserillos inciensowin.",Moisés les dijo a Coré y a los que estaban con él: “Vengan al tabernáculo mañana y traigan sus braserillos llenos de incienso.,aprobado,lfb oraciones
lfb_MLY_p070_s009,Jehovága naitushishʉnka nene angugantka”.,Jehová nos mostrará a quién eligió”.,aprobado,lfb oraciones
lfb_MLY_p070_s010,"Iashʉnkamba, Coré ingui 250 terruandzinawin dzinaia awantka dzʉnkʉwinkuma awega Moiséwin tabernákulumba.","Al día siguiente, Coré y los 250 hombres fueron a reunirse con Moisés en el tabernáculo.",aprobado,lfb oraciones
lfb_MLY_p070_s011,Mimi dzingashumpana awantka incienso sacerdote dzinʉnkaie.,Allí empezaron a quemar incienso como si fueran sacerdotes.,aprobado,lfb oraciones
lfb_MLY_p070_s012,Ukuambarru Jehovága kaia Moisés Aarónwin: “Kʉwuekuma ushau Coré ingui nanzhe shkandzinambamdzi”.,Entonces Jehová les dijo a Moisés y a Aarón: “Apártense de Coré y sus hombres”.,aprobado,lfb oraciones
lfb_MLY_p070_s013,"Coré naia awantka nukua tabernáculo Moisés nukueku, ukuashkʉ Datán, Abiram ingui nanzhe kawandzinawin dzinaiawi ijkakamsi dzinukuantka.","Coré había ido al tabernáculo adonde estaba Moisés, pero Datán, Abiram y sus familias no habían querido ir. Jehová les dijo a los israelitas: “Aléjense de las tiendas de Coré, Datán y Abiram”.",revisar,lfb oraciones
lfb_MLY_p070_s014,"Jehovága kaia israelitandzina: “Kʉwekuma ushau Corénzhe urragandzinambamdzi, ingui","Los israelitas se apartaron enseguida. Datán,",revisar,lfb oraciones
lfb_MLY_p071_s001,Datánzhe Abiramzhembamdzingua”. Israelitandzina ampʉjkangui kʉwekuma dzinekantka.,Abiram y sus familias se quedaron de pie fuera de sus tiendas.,revisar,lfb oraciones
lfb_MLY_p071_s004,"Mʉlame, kangʉma zhiwuekuma ukuashkʉ zhintshijtuwikuma nekuandzina mema kangʉmaga ga awantka. Ukuashkʉ tabernákulumba ingui ge ashena katshijkiamargamdzi ukuemdzi asisa awantka Coré ingui 250 terruandzinawin.","De repente, el suelo se abrió y se tragó a los rebeldes. Y en el tabernáculo un fuego bajó del cielo y destruyó a Coré y a los 250 hombres.",aprobado,lfb oraciones
lfb_MLY_p071_s006,"Ukuemdzi, Jehovága kaia Moisés: “Guasheka kʉ nʉnkʉrga zhanandzinaga dzunaka aunguashi ijkʉnanzhe bastóndzina.","Luego, Jehová le dijo a Moisés: “Que los líderes de todas las tribus traigan sus bastones.",aprobado,lfb oraciones
lfb_MLY_p071_s007,Ango inzhina guasheka zhiganukandzina dzinʉnerru ijkʉnanzhe bastómba.,Escribe el nombre de cada líder sobre su bastón.,aprobado,lfb oraciones
lfb_MLY_p071_s008,Awashkʉ gunama Levinzherga ango Aarónzhe zhiganuka. Kʉngui bastóndzina masha tabernákulurga.,"Pero, en el de la tribu de Leví, escribe el nombre de Aarón.",revisar,lfb oraciones
lfb_MLY_p071_s010,"Bastón terruanzhe anguga awuʉnga, shomandzina buna awuʉnka”.",Pon todos los bastones dentro del tabernáculo.,aprobado,lfb oraciones
lfb_MLY_p071_s011,"ʉndua dzuiamba, Moiséga kʉngui bastóndzina awʉrrʉ ukuemdzi kʉjtushisha guashekandzinaga.","En el bastón del hombre que yo elija, nacerán flores”.",aprobado,lfb oraciones
lfb_MLY_p071_s012,"Aarónzhe bastón shoma kimbunʉn nukuantka, ingui kʉnʉnka nukuantka almendra malurru.","Al otro día, Moisés sacó todos los bastones y se los mostró a los líderes.",aprobado,lfb oraciones
lfb_MLY_p071_s013,Imé Jehovága tushisha awantka Aarón kimʉnguʉn anguga awantka sumo sacerdote nanega.,"Al bastón de Aarón le estaban creciendo flores, y tenía almendras maduras.",aprobado,lfb oraciones
lfb_MLY_p071_s014,“Zhintujkuka mʉnantkua ingui kʉzhintujkua maunkua maishanukua ukandzina” (Hebreos 13:17).,Así Jehová dejó claro que había elegido a Aarón para ser el sumo sacerdote.,revisar,lfb oraciones
lfb_MLY_p071_s015,Zhishizha: ¿Inzhué nunkuame Coré ingui ʉndua terruandzina Moisés kʉzhituwikuma dzinekantka?,Preguntas: ¿Por qué se rebelaron Coré y otros hombres contra Moisés?,aprobado,lfb oraciones
lfb_MLY_p071_s016,¿Inzhué nʉname naigʉntsha nʉnka Jehovága anguga awantka Aarón sumo sacerdote nanega?,¿Por qué sabemos que Jehová eligió a Aarón para ser el sumo sacerdote?,aprobado,lfb oraciones
lfb_MLY_p072_s001,Shkua singungulu asheka,Una burra que habla,aprobado,lfb oraciones
lfb_MLY_p072_s002,Israelitandzina iwata 40 kʉgi dzunainukua kangʉma dziwa nekuntkʉrga. Bʉgui gunama dʉma kʉnʉnkandzina uguminsha dzaunukua.,Los israelitas llevaban casi 40 años en el desierto. Ya habían conquistado muchas ciudades poderosas.,aprobado,lfb oraciones
lfb_MLY_p072_s004,"Iwarru dzinukua kamke Moab zhiganukuamba, dukujshui Jordán dzui atungʉrna washi, bióngua kakawanekʉn nukún dzimʉta awega Jehovága kangʉma kakawʉnkamba.","Ahora estaban acampados en las llanuras del país de Moab, al este del río Jordán, y faltaba poco para que entraran en la Tierra Prometida.",aprobado,lfb oraciones
lfb_MLY_p072_s005,"Balac, zhaguasheka Moab zhana, zen kʉnashi nukuantka israelitandzinaga kangʉma ingugʉnka zhigunguashkʉ.","Balac, el rey de Moab, tenía miedo de que los israelitas le quitaran su tierra.",aprobado,lfb oraciones
lfb_MLY_p072_s006,"Memé nunkuame tshui ashizha ingui terrua Balaam zhiganuka azhi guakʉn naia awega israelitandzina, anzhazhi guakega azhi kakinzhʉn awega.","Así que le pidió a un hombre llamado Balaam que fuera a Moab para maldecir a los israelitas, o sea, para desear en voz alta que les pasara algo malo.",aprobado,lfb oraciones
lfb_MLY_p072_s007,Ukuashkʉ Jehovága kaia Balaam: “Guakún mʉnanazhʉnga israelitandzina azhi kinzhanega”.,Pero Jehová le dijo a Balaam: “No debes maldecir a los israelitas”.,aprobado,lfb oraciones
lfb_MLY_p072_s008,Memé nunkuame Balaam naiuñí Moab.,Así que Balaam no quiso ir a Moab.,aprobado,lfb oraciones
lfb_MLY_p072_s009,"Ingui zhaguasheka Balaacga gunasha mowina zhʉneku ñingui akawuʉnka kai, ukuashkʉ ingui Balaamga zhisosuñí awantka.","El rey Balac lo invitó por segunda vez y prometió darle cualquier cosa que quisiera, pero Balaam rechazó la invitación de nuevo.",aprobado,lfb oraciones
lfb_MLY_p072_s010,Ukuashkʉ Kunkujshinaga kaia: “Dzuimingeka awuʉnga naiega.,Entonces Dios le dijo: “Te doy permiso para ir.,aprobado,lfb oraciones
lfb_MLY_p072_s011,Neka mawuʉnka raga mʉkaia aunukugaki”.,Aunque solo podrás decir lo que yo te diga”.,aprobado,lfb oraciones
lfb_MLY_p072_s012,"Balaam naia nanzhe sigunguluwin Moab, surna washi.","Balaam se fue en su burra a Moab, hacia el sur.",aprobado,lfb oraciones
lfb_MLY_p072_s013,"Naka israelitandzina wandua guakʉnegi amsi nukua azhi kinzhanega, Jehovága nekawintka kaia ukuengua.","Su plan era maldecir a los israelitas, aunque Jehová le había dicho que no lo hiciera.",aprobado,lfb oraciones
lfb_MLY_p072_s014,Ukuemdzi Jehovánzhe ángel ingunamba maiwina katuna.,Entonces el ángel de Jehová se apareció en el camino tres veces.,aprobado,lfb oraciones
lfb_MLY_p072_s015,"Balaamga ángel tun nanantka, ukuashkʉ nanzhe singunguluga tua awantka.","Balaam no veía al ángel, pero su burra sí lo veía.",aprobado,lfb oraciones
lfb_MLY_p072_s016,"Minshangui, singungulu atuna ingunambamdzi ukuemdzi kamkerga masi naiantka.","Primero, la burra se salió del camino y se metió en un campo.",aprobado,lfb oraciones
lfb_MLY_p072_s017,"Ukuemdzi, singungulu zhakʉjtsha inginangui bunantkamba kʉjsuigumumpana ukuashkʉ nanzhe kʉjsa inginangui bunantkamba kinzhinshumpana awantka.","Luego, la burra se acercó tanto a una pared de piedra que empezó a aplastarle el pie a Balaam contra la pared.",aprobado,lfb oraciones
lfb_MLY_p072_s018,"Zhiwʉsigá, singungulu makuma inguna buamba. Mema zhanekueki, Balaamga zhakʉjtsha pashka nanantka singungulu kʉnwin.","Al final, la burra se echó en medio del camino.Todas esas veces, Balaam le pegaba a la burra con un palo.",revisar,lfb oraciones
lfb_MLY_p072_s020,"Ukuemdzi, Jehovága guashisha awantka singungulu ashaiega.","Después, Jehová hizo que la burra hablara.",aprobado,lfb oraciones
lfb_MLY_p072_s021,Singunguluga ashizha Balaamga: “¿Inzhué mʉnʉpashu?”.,La burra le preguntó a Balaam: “¿Por qué me pegas?”.,aprobado,lfb oraciones
lfb_MLY_p072_s022,Balaamga gʉgaso: “Inzhué mʉnindunazhu.,Balaam contestó: “Porque haces que parezca un tonto.,revisar,lfb oraciones
lfb_MLY_p072_s023,"Sherra nʉkʉnʉnka nandurru, mʉnguaga aununguasha”.","Si tuviera una espada, te mataría”.",aprobado,lfb oraciones
lfb_MLY_p072_s024,Singunguluga kaia: “Ramba shijte naia aumʉnuka bʉgui kʉgi.,La burra le dijo: “Has montado sobre mí muchos años.,aprobado,lfb oraciones
lfb_MLY_p072_s025,¿Buienguazi memé mawa awanarga?”.,¿Alguna vez te había hecho algo así?”.,aprobado,lfb oraciones
lfb_MLY_p072_s026,Ukuambarru Jehovága guashisha Balaamga ángel tua awega.,Entonces Jehová dejó que Balaam viera al ángel.,aprobado,lfb oraciones
lfb_MLY_p072_s027,Ángelga kaia: “Jehová mʉkaia awantka Israel wandua guakʉn naiunazhi azhi kinzhanega”. Balaamga gʉgaso: “Nʉndunkuma awantka.,El ángel le dijo: “Jehová te advirtió que no fueras a maldecir a Israel”.,revisar,lfb oraciones
lfb_MLY_p072_s029,Zhituna awuʉnga,Balaam,revisar,lfb oraciones
lfb_MLY_p073_s001,ranzhe urragʉrga”.,contestó: “Me he equivocado.Volveré a mi casa”.,revisar,lfb oraciones
lfb_MLY_p073_s002,"Ukuashkʉángelga gʉgaso: “Naia mawazhʉnga Moab, Kunkujshinagaki mʉguia uka mʉnguakʉnka nʉnengua”.","Pero el ángel le respondió: “Puedes ir a Moab, aunque solo podrás decir lo que Dios te diga”.",aprobado,lfb oraciones
lfb_MLY_p073_s003,¿Uguana mau Balaam shindza awantka?,¿Crees que Balaam aprendió la lección?,aprobado,lfb oraciones
lfb_MLY_p073_s004,"Shindzuñí awantka, ukuemdzingua maiwina ñingui wandua nʉnka guakantka Israel azhi kinzhanega.","No, porque después intentó maldecir a Israel tres veces.",revisar,lfb oraciones
lfb_MLY_p073_s005,"Ukuashkʉ, maiwina zhʉneku, Jehovága awa zumé kakinzhanega israelndzina.","Pero, las tres veces, Jehová hizo que dijera una bendición en lugar de una maldición.",aprobado,lfb oraciones
lfb_MLY_p073_s006,"Ukuemdzi israelitandzinaga asisa awantka Moab, meku Balaam wida awantka.","Al final, los israelitas atacaron Moab, y Balaam murió.",aprobado,lfb oraciones
lfb_MLY_p073_s007,"Balaamga Jehová kʉzhintujkua awanandu minshangui zumé nantka nunkua, ¿nʉnai?","Habría sido mejor si Balaam hubiera hecho caso a Jehová desde el principio, ¿verdad?",aprobado,lfb oraciones
lfb_MLY_p073_s008,Zhishizha: ¿Inzhué Balaam naia awantka Moab?,Preguntas: ¿Por qué fue Balaam a Moab?,aprobado,lfb oraciones
lfb_MLY_p073_s009,¿Ñi zhanekantka nainukuarga?,¿Qué pasó en el viaje?,aprobado,lfb oraciones
lfb_MLY_p073_s010,"Números 22:1-24:25; 31:8; Nehemías 13:2; 2 Pedro 2:15, 16; Judas 11.","Números 22:1-24:25; 31:8; Nehemías 13:2; 2 Pedro 2:15, 16; Judas 11.",aprobado,lfb oraciones
lfb_MLY_p074_s001,"Israelitandzina dzakinkuma kangʉma Jehovága ijkakawuʉnka uguiantkueku, tabernáculo nukueku kʉngui dzakinkumga nanantka Jehová dzaguanega.","Los israelitas por fin llegaron a la Tierra Prometida, y el tabernáculo se convirtió en el centro de la adoración verdadera.",aprobado,lfb oraciones
lfb_MLY_p074_s002,"Sacerdotendzina shizhakʉndziga dzinanantka Kunkujshinanzhe bungengʉma, nʉnka Kunkujshinaga angugantkandzina ashanuka nanantka gunamandzina.","Los sacerdotes enseñaban la Ley, y los jueces dirigían a la nación. Esta sección muestra que las decisiones y acciones de una persona pueden tener un profundo efecto en otros.",revisar,lfb oraciones
lfb_MLY_p074_s003,Ima kʉnkua zhinzhomaga tushisha uka shkua shkaga guashisha awazhʉnga ʉndua azhi zhiguanʉn kua zumé zhiguanʉn guashisha awazhʉnga.,Cada israelita tenía una responsabilidad ante Jehová y el prójimo.,revisar,lfb oraciones
lfb_MLY_p074_s004,Kʉngui israelitandzinangua ñingui kʉnzhakujtsha dzinekʉnka Jehováwin ingui ʉndua shkandzinawin.,"Destaque la influencia que tuvieron Débora, Noemí, Josué, Ana, la hija de Jefté y Samuel en su comunidad.",aprobado,lfb oraciones
lfb_MLY_p074_s005,"Kʉjtushisha ushi agʉñi anzhʉnga dzinekantka ima shkandzina Débora, Noemí, Josué, Ana, Jefténzhe anzhubʉngʉma ingui Samuel ijkʉnanzhe gunamamba. Tushisha nʉnkarru israelitandzina dzinanuntka bimandzinaie,","Resalte que incluso algunos que no eran de Israel, como Rahab, Rut, Jael y los gabaonitas, decidieron ponerse de parte de los israelitas porque sabían que Dios estaba con ellos.",revisar,lfb oraciones
lfb_MLY_p075_s001,"Rahab, Rut, Jael ingui gabaonitandzina, ijkʉna israelitandzina kushamba dzinekantka kagʉntsha nunkuame Kunkujshina ijkʉnawin nuka.",˛ Jehová utilizó a los jueces para salvar a su pueblo de maneras milagrosas.,revisar,lfb oraciones
lfb_MLY_p075_s002,˛ Jehovága anguga awantka nʉnka terruandzina ijkua awega nanzhe gunamandzina nanzhe dʉmawin.,"˛ Las personas fieles, tanto mayores como jóvenes, recibieron",aprobado,lfb oraciones
lfb_MLY_p075_s003,˛ Shkandzina kuima ingui tʉnandzina Jehová dzakʉzhintujkua ukua zhiso dzawantka ñingui zukuega Jehovámba we dzazhigunga nunkuame.,"su recompensa por confiar siempre en Jehová. ˛ Dios no es parcial, sino que acepta a las personas que lo aman",revisar,lfb oraciones
lfb_MLY_p075_s004,"˛ Kunkujshinanzhe kʉ anzhenguazi nunkurra, Jehovága zhiso uka shka na ugungandzina ingui ñingui zumé nekandzina bigu zhanandzina nanón. 73","y hacen lo que está bien, sin importar sus antecedentes o nacionalidad.",revisar,lfb oraciones
lfb_MLY_p076_s001,Jehovága anguga Josué,Jehová elige a Josué,aprobado,lfb oraciones
lfb_MLY_p076_s002,"Moiséga ashanukua awantka Israelitandzina bʉgui kʉgi, iwa ia na widua awʉnka.","Moisés había guiado a la nación de Israel durante muchos años, y ahora su vida estaba a punto de terminar.",revisar,lfb oraciones
lfb_MLY_p076_s003,Jehovága kaia: “Maka unaiún mʉnantka israelitandzina kangʉma ijkakawʉnga ijkakaguia awanargʉrga.,Jehová le dijo: “Tú no serás la persona que llevará a los israelitas a la Tierra Prometida.,aprobado,lfb oraciones
lfb_MLY_p076_s004,Awashkʉ mʉmasha awʉnga kangʉma tua awega”.,Pero voy a dejar que veas la tierra”.,aprobado,lfb oraciones
lfb_MLY_p076_s005,"Ukuemdzi, Moiséga ashizha Jehovága anguga awega ʉndua shka dumatua awega nanzhe gunamandzina.","Entonces, Moisés le pidió a Jehová que eligiera un nuevo líder para que cuidara del pueblo.",aprobado,lfb oraciones
lfb_MLY_p076_s006,Jehovága gʉgaso: “Ashe ushi Josuéwin kaiarru uguia ushi na kimʉnguʉn anguga awanarga”.,Jehová le respondió: “Habla con Josué y dile que él es el escogido”.,aprobado,lfb oraciones
lfb_MLY_p076_s007,Moiséga uguia gunamandzinaga na widʉnka kʉjsui nuka ingui uguia Jehovága anguga awantka Josué ijkakune awega kangʉma ijkakawʉnka uguiantkueku.,Moisés le explicó a la nación que él iba a morir pronto y que Jehová había elegido a Josué para guiarlos a la Tierra Prometida.,aprobado,lfb oraciones
lfb_MLY_p076_s008,"Ukuemdzi, Moiséga Josué kaia: “Zen mʉkʉnakunazhi.",Entonces Moisés le dijo a Josué: “No tengas miedo.,aprobado,lfb oraciones
lfb_MLY_p076_s009,Jehová mingunekʉnka”.,Jehová te va a ayudar”.,aprobado,lfb oraciones
lfb_MLY_p076_s010,"Ukuemdzi, Moisés argua awantka shimurrua Nebo zhiganukueku.","Poco tiempo después, Moisés subió a lo alto del monte Nebo.",aprobado,lfb oraciones
lfb_MLY_p076_s011,"Mekumdzi, Jehovága kʉjtushisha awantka kangʉma Abrahán, Isaac ingui Jacobga akawʉnka nunkuá.","Desde allí, Jehová le enseñó la tierra que había prometido a Abrahán, Isaac y Jacob.",aprobado,lfb oraciones
lfb_MLY_p076_s012,Moisés wida ukuashkʉ 120 kʉgi kʉnzhanantka.,Moisés tenía 120 años cuando se murió.,aprobado,lfb oraciones
lfb_MLY_p076_s013,Jehovága kaia Josué: “Anzhagi ushi dukujshui Jordán awemdzi mʉta mawuʉnka Canaán.,Jehová le dijo a Josué: “Cruza el río Jordán y entra en Canaán.,aprobado,lfb oraciones
lfb_MLY_p076_s014,"Ra minguneka awʉnga, Moisés anguneka awanargaie.","Yo te ayudaré, como ayudé a Moisés.",aprobado,lfb oraciones
lfb_MLY_p076_s015,Zhigʉnsisunazhi ranzhe bungengʉma dzuia zhʉntshʉjki asheshishʉn mʉnukuʉnka.,No te olvides de leer mi Ley todos los días.,revisar,lfb oraciones
lfb_MLY_p076_s016,"Zen mʉkʉnakunazhi, dʉma mʉnanʉnka. Naiu kaiarru neka ushi kʉ muguia awanarga”.","No tengas miedo, tienes que ser valiente.Ve y haz todo lo que te he mandado”.",revisar,lfb oraciones
lfb_MLY_p077_s001,Josuéga angasha moa zi zhaujkukandzina kangʉma Jericógka.,Josué envió dos espías a la ciudad de Jericó.,aprobado,lfb oraciones
lfb_MLY_p077_s002,"Shizhakʉndziga ʉnduamba, agʉñi shindza aunkurra ñi mimi zhanekantka.","En la siguiente historia, aprenderemos más cosas de lo que pasó allí.",aprobado,lfb oraciones
lfb_MLY_p077_s003,"Zi zhaujkukandzina Jericómdzi dzinaka ukuashkʉ, dzinguaka Canaán zumé mʉta aunegi kimʉnuga.","Cuando los espías regresaron de Jericó, informaron que era un buen momento para entrar en Canaán.",aprobado,lfb oraciones
lfb_MLY_p077_s004,"Iashʉnka dzuiamba, Josuéga kaia gunamandzina dzinaiega mimimdzi.","Al día siguiente, Josué le dijo a la nación que levantara el campamento.",aprobado,lfb oraciones
lfb_MLY_p077_s005,"Minshangui, angasha awantka sacerdotendzina dukujshui Jordán zhiganukʉrga dzune awega arca pacto zhiganuka.","Primero, envió al río Jordán a los sacerdotes que llevaban el arca del pacto.",aprobado,lfb oraciones
lfb_MLY_p077_s006,"Dukujshui bʉgui atunshantka nukuantka, sacerdotendzinaga dziramba kʉjsa kʉzhiu dzukuashkʉ, dukujshui janá awantka.","El río estaba muy lleno, pero, tan pronto como los pies de los sacerdotes tocaron el agua, el río dejó de correr y se secó.",aprobado,lfb oraciones
lfb_MLY_p077_s007,Ukuemdzi sacerdotendzina dzinaia awantka dukujshui janantkamba.,Entonces los sacerdotes caminaron por el fondo seco del río.,aprobado,lfb oraciones
lfb_MLY_p077_s008,"Buaka dzinekuemdzi, mimi dzimakuma awantka kʉngui gunama Israel zhanandzina dzanzhagi awega kaunakezhi.","Al llegar a la mitad, se quedaron allí hasta que toda la nación de Israel cruzó a la otra orilla.",aprobado,lfb oraciones
lfb_MLY_p077_s009,"Ima zhanekʉnuka tshijtua ukuashkʉ, ¿dzazhigʉntunsha awantka muguanu Jehová neka ukua dzibu ʉnzisika?","Cuando vieron este milagro, ¿crees que recordaron lo que Jehová hizo en el mar Rojo?",aprobado,lfb oraciones
lfb_MLY_p077_s010,"Ukuemdzi bʉgui kʉgi anzhagi ukuashkʉ, israelitandzina kinkumá dzawantka kangʉma Jehovága ijkakawʉnka uguiantkueku.","Después de todos esos años, los israelitas por fin llegaron a laTierra Prometida. Ahora ya podrían construir casas y ciudades.",revisar,lfb oraciones
lfb_MLY_p077_s011,"Iwa bʉgui urraga mʉngaunkua. Mʉnzhazhikunkua, te mʉngaunkua.","Podrían cultivar campos,viñedos y huertos.",revisar,lfb oraciones
lfb_MLY_p077_s013,Mema kangʉma bʉgui zhama kʉnʉnka ingui bʉgui zukuega nanantka.,Era una tierra en la que había leche y miel.,aprobado,lfb oraciones
lfb_MLY_p077_s014,"Zhishizha: Moisés wida ukuashkʉ, ¿nenega israelitandzina guashaiʉnka nunkuá?","Preguntas: Cuando Moisés murió, ¿quién fue el nuevo líder de los israelitas?",aprobado,lfb oraciones
lfb_MLY_p077_s015,¿Ñi zhanekantka dukujshui Jordánka?,¿Qué pasó en el río Jordán?,aprobado,lfb oraciones
lfb_MLY_p078_s001,Rahabga anguneka uka zi zhaujkukandzina,Rahab esconde a los espías,aprobado,lfb oraciones
lfb_MLY_p078_s002,"Zi zhaujkukandzina dzinaia awantka Jericó, dzinaia ukuemdzi dzimakuma shkua mena zhiganuka Rahab nugeku.",Los espías israelitas fueron a la ciudad de Jericó y se quedaron en la casa de una mujer que se llamaba Rahab.,aprobado,lfb oraciones
lfb_MLY_p078_s003,"Zhaguasheka Jericógka zhanaga gʉntuna ukuashkʉ, angasha awantka soldadundzina shkua mena Rahab zhiganunkanzhe urragaka.","Cuando el rey de Jericó se enteró, envió soldados a la casa de Rahab.",revisar,lfb oraciones
lfb_MLY_p078_s004,"Naka sisa awantka moa zi zhaujkukandzina nanzhe urraga ruarga, naka kaia soldadundzina zi zhaujkukandzina tshijsakega ʉnduarga.",Ella escondió a los dos espías en el techo de su casa y les dijo a los soldados que buscaran a los espías en otro lugar.,aprobado,lfb oraciones
lfb_MLY_p078_s005,"Rahabga zi zhaujkukandzina kaia: “Mainguneka awʉnga nʉgʉntsha nʉname Jehová mawiwin nuka ingui ima kangʉma maikawa awuʉnka nʉname.Tshui nuguana nuguia ushau, ranzhe kawandzina ijkua maunkua”.","Entonces Rahab les dijo a los espías: “Voy a ayudarlos porque sé que Jehová está con ustedes y que conquistarán esta tierra. Por favor, prométanme que salvarán a mi familia”.",revisar,lfb oraciones
lfb_MLY_p078_s006,"Zi zhaujkukandzinaga kaia Rahab: “Manzhe ventananzhe urragamba shi ʉnzisi kʉndza mawerru, zhigʉnishi nekunkurra mawin shka manzhe urragʉrga nukandzina inzhinangua kinzhanún nantka.","Los espías le dijeron a Rahab: “Si atas una cuerda roja a tu ventana, te prometemos que no les pasará nada malo a las personas que estén dentro de tu casa.",aprobado,lfb oraciones
lfb_MLY_p078_s007,Memé manzhe kawandzina ijkuagumantka nukuʉnka”.,Así tu familia estará a salvo”.,aprobado,lfb oraciones
lfb_MLY_p078_s008,Rahabga anguneka awantka zi zhaujkukandzina atunega Jericónbamdzi nanzhe urraganzhe ventanambamdzi atunsha awantka shkua shiwin.,Rahab ayudó a los espías a salir de Jericó bajando por la ventana de su casa con una cuerda. Los espías se escondieron por tres días en las montañas antes de volver adonde Josué.,revisar,lfb oraciones
lfb_MLY_p078_s009,Zi zhaujkukandzina dziskuma awantka maiguandzuia shimurruarga ukuemdzi dzinaia awantka Josué nukuarga.,"Después, los israelitas cruzaron el río Jordán y se prepararon para adueñarse de esa tierra.",aprobado,lfb oraciones
lfb_MLY_p078_s010,"Ukuemdzi, israelitandzina",Jericó iba a ser la primera ciudad que iban a conquistar.,revisar,lfb oraciones
lfb_MLY_p079_s001,"“Memeiengui, Rahabga [...]","“De la misma manera, ¿no fue declarada",revisar,lfb oraciones
lfb_MLY_p079_s002,nanzhe urragamba zumé zhiso ukuashkʉ zi zhaujkukandzina ingui angasha ukuashkʉ ʉndua ingunargangui ¿na zumé nunkuame dzinguaka awantka zumé nʉnka?”,justa por sus obras Rahab [...] después de recibir hospitalariamente a los mensajeros y de enviarlos por otro camino?”,revisar,lfb oraciones
lfb_MLY_p079_s003,(Santiago 2:25).,(Santiago 2:25).,aprobado,lfb oraciones
lfb_MLY_p079_s004,dzanzhagi awantka dukujshui Jordán mema kangʉma dzinkijpana awega. Mema kangʉma minsha kʉjsʉnkʉngo dzawʉnka.,Jehová les ordenó que marcharan alrededor de la ciudad una vez al día.,revisar,lfb oraciones
lfb_MLY_p079_s006,Jehovága kakaia indzuimba iwinaki mʉkʉmbinunkua muralla ugangaga.,Hicieron eso seis días seguidos.,aprobado,lfb oraciones
lfb_MLY_p079_s007,"Mema dzineka awantka tainuandzuia. Kuguandzuiamba, dzinaia awantka kuguawina ugangaga.","Al séptimo día, marcharon alrededor de la ciudad siete veces.",revisar,lfb oraciones
lfb_MLY_p079_s009,"Ukuemdzi, sacerdotendzinaga shui dzawantka trompetandzina, ukuashkʉ soldados israel zhanandzina dzakuzhisha awantka dʉma nazhi. Ukuashkʉ muralla Jericó zhanandzina shena awantka.","Luego, los sacerdotes tocaron sus trompetas, y los soldados israelitas gritaron con todas sus fuerzas.",revisar,lfb oraciones
lfb_MLY_p079_s011,Ukuashkʉ Rahabnzhe urraga muralla buarga nukuengua shenuñí awantka.,Entonces las murallas de la ciudad se derrumbaron.,aprobado,lfb oraciones
lfb_MLY_p079_s012,Rahab ingui nanzhe kawandzina dziwiduñí awantka na Jehovámba we zhigunguame.,"Aunque la casa de Rahab estaba en las murallas, no se cayó.",aprobado,lfb oraciones
lfb_MLY_p079_s013,Zhishizha: ¿Inzhué Rahabga anguneka awantka zi zhaujkukandzina? ¿Inzhina dzineka awantka israelitandzina kʉjsʉnkʉngo awega Jericó?,Rahab y su familia se salvaron porque ella confió en Jehová.,revisar,lfb oraciones
